Circuito,Anno,Scuderia,Pilota,Nazionalità,Posizione Finale
Monaco Grand Prix,2007,BMW Sauber,Kubica,Polish,5
Monaco Grand Prix,2007,BMW Sauber,Heidfeld,German,6
Monaco Grand Prix,2007,Williams,Wurz,Austrian,7
Monaco Grand Prix,2007,Ferrari,Räikkönen,Finnish,8
Monaco Grand Prix,2007,Toro Rosso,Speed,American,9
Monaco Grand Prix,2007,Honda,Barrichello,Brazilian,10
Monaco Grand Prix,2007,Honda,Button,British,11
Monaco Grand Prix,2007,Williams,Rosberg,German,12
Monaco Grand Prix,2007,Renault,Kovalainen,Finnish,13
Monaco Grand Prix,2007,Red Bull,Coulthard,British,14
Monaco Grand Prix,2007,Toyota,Trulli,Italian,15
Monaco Grand Prix,2007,Toyota,Schumacher,German,16
Monaco Grand Prix,2007,Super Aguri,Sato,Japanese,17
Monaco Grand Prix,2007,Super Aguri,Davidson,British,18
Monaco Grand Prix,2007,Spyker,Albers,Dutch,19
Monaco Grand Prix,2007,Spyker,Sutil,German,20
Monaco Grand Prix,2007,Red Bull,Webber,Australian,21
Monaco Grand Prix,2007,Toro Rosso,Liuzzi,Italian,22
Canadian Grand Prix,2007,McLaren,Hamilton,British,1
Canadian Grand Prix,2007,BMW Sauber,Heidfeld,German,2
Canadian Grand Prix,2007,Williams,Wurz,Austrian,3
Canadian Grand Prix,2007,Renault,Kovalainen,Finnish,4
Canadian Grand Prix,2007,Ferrari,Räikkönen,Finnish,5
Canadian Grand Prix,2007,Super Aguri,Sato,Japanese,6
Canadian Grand Prix,2007,McLaren,Alonso,Spanish,7
Canadian Grand Prix,2007,Toyota,Schumacher,German,8
Canadian Grand Prix,2007,Red Bull,Webber,Australian,9
Canadian Grand Prix,2007,Williams,Rosberg,German,10
Canadian Grand Prix,2007,Super Aguri,Davidson,British,11
Canadian Grand Prix,2007,Honda,Barrichello,Brazilian,12
Canadian Grand Prix,2007,Toyota,Trulli,Italian,13
Canadian Grand Prix,2007,Toro Rosso,Liuzzi,Italian,14
Canadian Grand Prix,2007,Spyker,Albers,Dutch,15
Canadian Grand Prix,2007,Red Bull,Coulthard,British,16
Canadian Grand Prix,2007,BMW Sauber,Kubica,Polish,17
Canadian Grand Prix,2007,Spyker,Sutil,German,18
Canadian Grand Prix,2007,Toro Rosso,Speed,American,19
Canadian Grand Prix,2007,Honda,Button,British,20
Canadian Grand Prix,2007,Ferrari,Massa,Brazilian,21
Canadian Grand Prix,2007,Renault,Fisichella,Italian,22
United States Grand Prix,2007,McLaren,Hamilton,British,1
United States Grand Prix,2007,McLaren,Alonso,Spanish,2
United States Grand Prix,2007,Ferrari,Massa,Brazilian,3
United States Grand Prix,2007,Ferrari,Räikkönen,Finnish,4
United States Grand Prix,2007,Renault,Kovalainen,Finnish,5
United States Grand Prix,2007,Toyota,Trulli,Italian,6
United States Grand Prix,2007,Red Bull,Webber,Australian,7
United States Grand Prix,2007,BMW Sauber,Vettel,German,8
United States Grand Prix,2007,Renault,Fisichella,Italian,9
United States Grand Prix,2007,Williams,Wurz,Austrian,10
United States Grand Prix,2007,Super Aguri,Davidson,British,11
United States Grand Prix,2007,Honda,Button,British,12
United States Grand Prix,2007,Toro Rosso,Speed,American,13
United States Grand Prix,2007,Spyker,Sutil,German,14
United States Grand Prix,2007,Spyker,Albers,Dutch,15
United States Grand Prix,2007,Williams,Rosberg,German,16
United States Grand Prix,2007,Toro Rosso,Liuzzi,Italian,17
United States Grand Prix,2007,BMW Sauber,Heidfeld,German,18
United States Grand Prix,2007,Super Aguri,Sato,Japanese,19
United States Grand Prix,2007,Red Bull,Coulthard,British,20
United States Grand Prix,2007,Honda,Barrichello,Brazilian,21
United States Grand Prix,2007,Toyota,Schumacher,German,22
French Grand Prix,2007,Ferrari,Räikkönen,Finnish,1
French Grand Prix,2007,Ferrari,Massa,Brazilian,2
French Grand Prix,2007,McLaren,Hamilton,British,3
French Grand Prix,2007,BMW Sauber,Kubica,Polish,4
French Grand Prix,2007,BMW Sauber,Heidfeld,German,5
French Grand Prix,2007,Renault,Fisichella,Italian,6
French Grand Prix,2007,McLaren,Alonso,Spanish,7
French Grand Prix,2007,Honda,Button,British,8
French Grand Prix,2007,Williams,Rosberg,German,9
French Grand Prix,2007,Toyota,Schumacher,German,10
French Grand Prix,2007,Honda,Barrichello,Brazilian,11
French Grand Prix,2007,Red Bull,Webber,Australian,12
French Grand Prix,2007,Red Bull,Coulthard,British,13
French Grand Prix,2007,Williams,Wurz,Austrian,14
French Grand Prix,2007,Renault,Kovalainen,Finnish,15
French Grand Prix,2007,Super Aguri,Sato,Japanese,16
French Grand Prix,2007,Spyker,Sutil,German,17
French Grand Prix,2007,Toro Rosso,Speed,American,18
French Grand Prix,2007,Spyker,Albers,Dutch,19
French Grand Prix,2007,Super Aguri,Davidson,British,20
French Grand Prix,2007,Toyota,Trulli,Italian,21
French Grand Prix,2007,Toro Rosso,Liuzzi,Italian,22
British Grand Prix,2007,Ferrari,Räikkönen,Finnish,1
British Grand Prix,2007,McLaren,Alonso,Spanish,2
British Grand Prix,2007,McLaren,Hamilton,British,3
British Grand Prix,2007,BMW Sauber,Kubica,Polish,4
British Grand Prix,2007,Ferrari,Massa,Brazilian,5
British Grand Prix,2007,BMW Sauber,Heidfeld,German,6
British Grand Prix,2007,Renault,Kovalainen,Finnish,7
British Grand Prix,2007,Renault,Fisichella,Italian,8
British Grand Prix,2007,Honda,Barrichello,Brazilian,9
British Grand Prix,2007,Honda,Button,British,10
British Grand Prix,2007,Red Bull,Coulthard,British,11
British Grand Prix,2007,Williams,Rosberg,German,12
British Grand Prix,2007,Williams,Wurz,Austrian,13
British Grand Prix,2007,Super Aguri,Sato,Japanese,14
British Grand Prix,2007,Spyker,Albers,Dutch,15
British Grand Prix,2007,Toro Rosso,Liuzzi,Italian,16
British Grand Prix,2007,Toyota,Trulli,Italian,17
British Grand Prix,2007,Super Aguri,Davidson,British,18
British Grand Prix,2007,Toro Rosso,Speed,American,19
British Grand Prix,2007,Toyota,Schumacher,German,20
British Grand Prix,2007,Spyker,Sutil,German,21
British Grand Prix,2007,Red Bull,Webber,Australian,22
European Grand Prix,2007,McLaren,Alonso,Spanish,1
European Grand Prix,2007,Ferrari,Massa,Brazilian,2
European Grand Prix,2007,Red Bull,Webber,Australian,3
European Grand Prix,2007,Williams,Wurz,Austrian,4
European Grand Prix,2007,Red Bull,Coulthard,British,5
European Grand Prix,2007,BMW Sauber,Heidfeld,German,6
European Grand Prix,2007,BMW Sauber,Kubica,Polish,7
European Grand Prix,2007,Renault,Kovalainen,Finnish,8
European Grand Prix,2007,McLaren,Hamilton,British,9
European Grand Prix,2007,Renault,Fisichella,Italian,10
European Grand Prix,2007,Honda,Barrichello,Brazilian,11
European Grand Prix,2007,Super Aguri,Davidson,British,12
European Grand Prix,2007,Toyota,Trulli,Italian,13
European Grand Prix,2007,Ferrari,Räikkönen,Finnish,14
European Grand Prix,2007,Super Aguri,Sato,Japanese,15
European Grand Prix,2007,Toyota,Schumacher,German,16
European Grand Prix,2007,Spyker,Winkelhock,German,17
European Grand Prix,2007,Honda,Button,British,18
European Grand Prix,2007,Spyker,Sutil,German,19
European Grand Prix,2007,Williams,Rosberg,German,20
European Grand Prix,2007,Toro Rosso,Speed,American,21
European Grand Prix,2007,Toro Rosso,Liuzzi,Italian,22
Hungarian Grand Prix,2007,McLaren,Hamilton,British,1
Hungarian Grand Prix,2007,Ferrari,Räikkönen,Finnish,2
Hungarian Grand Prix,2007,BMW Sauber,Heidfeld,German,3
Hungarian Grand Prix,2007,McLaren,Alonso,Spanish,4
Hungarian Grand Prix,2007,BMW Sauber,Kubica,Polish,5
Hungarian Grand Prix,2007,Toyota,Schumacher,German,6
Hungarian Grand Prix,2007,Williams,Rosberg,German,7
Hungarian Grand Prix,2007,Renault,Kovalainen,Finnish,8
Hungarian Grand Prix,2007,Red Bull,Webber,Australian,9
Hungarian Grand Prix,2007,Toyota,Trulli,Italian,10
Hungarian Grand Prix,2007,Red Bull,Coulthard,British,11
Hungarian Grand Prix,2007,Renault,Fisichella,Italian,12
Hungarian Grand Prix,2007,Ferrari,Massa,Brazilian,13
Hungarian Grand Prix,2007,Williams,Wurz,Austrian,14
Hungarian Grand Prix,2007,Super Aguri,Sato,Japanese,15
Hungarian Grand Prix,2007,Toro Rosso,Vettel,German,16
Hungarian Grand Prix,2007,Spyker,Sutil,German,17
Hungarian Grand Prix,2007,Honda,Barrichello,Brazilian,18
Hungarian Grand Prix,2007,Toro Rosso,Liuzzi,Italian,19
Hungarian Grand Prix,2007,Super Aguri,Davidson,British,20
Hungarian Grand Prix,2007,Honda,Button,British,21
Hungarian Grand Prix,2007,Spyker,Yamamoto,Japanese,22
Turkish Grand Prix,2007,Ferrari,Massa,Brazilian,1
Turkish Grand Prix,2007,Ferrari,Räikkönen,Finnish,2
Turkish Grand Prix,2007,McLaren,Alonso,Spanish,3
Turkish Grand Prix,2007,BMW Sauber,Heidfeld,German,4
Turkish Grand Prix,2007,McLaren,Hamilton,British,5
Turkish Grand Prix,2007,Renault,Kovalainen,Finnish,6
Turkish Grand Prix,2007,Williams,Rosberg,German,7
Turkish Grand Prix,2007,BMW Sauber,Kubica,Polish,8
Turkish Grand Prix,2007,Renault,Fisichella,Italian,9
Turkish Grand Prix,2007,Red Bull,Coulthard,British,10
Turkish Grand Prix,2007,Williams,Wurz,Austrian,11
Turkish Grand Prix,2007,Toyota,Schumacher,German,12
Turkish Grand Prix,2007,Honda,Button,British,13
Turkish Grand Prix,2007,Super Aguri,Davidson,British,14
Turkish Grand Prix,2007,Toro Rosso,Liuzzi,Italian,15
Turkish Grand Prix,2007,Toyota,Trulli,Italian,16
Turkish Grand Prix,2007,Honda,Barrichello,Brazilian,17
Turkish Grand Prix,2007,Super Aguri,Sato,Japanese,18
Turkish Grand Prix,2007,Toro Rosso,Vettel,German,19
Turkish Grand Prix,2007,Spyker,Yamamoto,Japanese,20
Turkish Grand Prix,2007,Spyker,Sutil,German,21
Turkish Grand Prix,2007,Red Bull,Webber,Australian,22
Italian Grand Prix,2007,McLaren,Alonso,Spanish,1
Italian Grand Prix,2007,McLaren,Hamilton,British,2
Italian Grand Prix,2007,Ferrari,Räikkönen,Finnish,3
Italian Grand Prix,2007,BMW Sauber,Heidfeld,German,4
Italian Grand Prix,2007,BMW Sauber,Kubica,Polish,5
Italian Grand Prix,2007,Williams,Rosberg,German,6
Italian Grand Prix,2007,Renault,Kovalainen,Finnish,7
Italian Grand Prix,2007,Honda,Button,British,8
Italian Grand Prix,2007,Red Bull,Webber,Australian,9
Italian Grand Prix,2007,Honda,Barrichello,Brazilian,10
Italian Grand Prix,2007,Toyota,Trulli,Italian,11
Italian Grand Prix,2007,Renault,Fisichella,Italian,12
Italian Grand Prix,2007,Williams,Wurz,Austrian,13
Italian Grand Prix,2007,Super Aguri,Davidson,British,14
Italian Grand Prix,2007,Toyota,Schumacher,German,15
Italian Grand Prix,2007,Super Aguri,Sato,Japanese,16
Italian Grand Prix,2007,Toro Rosso,Liuzzi,Italian,17
Italian Grand Prix,2007,Toro Rosso,Vettel,German,18
Italian Grand Prix,2007,Spyker,Sutil,German,19
Italian Grand Prix,2007,Spyker,Yamamoto,Japanese,20
Italian Grand Prix,2007,Ferrari,Massa,Brazilian,21
Italian Grand Prix,2007,Red Bull,Coulthard,British,22
Belgian Grand Prix,2007,Ferrari,Räikkönen,Finnish,1
Belgian Grand Prix,2007,Ferrari,Massa,Brazilian,2
Belgian Grand Prix,2007,McLaren,Alonso,Spanish,3
Belgian Grand Prix,2007,McLaren,Hamilton,British,4
Belgian Grand Prix,2007,BMW Sauber,Heidfeld,German,5
Belgian Grand Prix,2007,Williams,Rosberg,German,6
Belgian Grand Prix,2007,Red Bull,Webber,Australian,7
Belgian Grand Prix,2007,Renault,Kovalainen,Finnish,8
Belgian Grand Prix,2007,BMW Sauber,Kubica,Polish,9
Belgian Grand Prix,2007,Toyota,Schumacher,German,10
Belgian Grand Prix,2007,Toyota,Trulli,Italian,11
Belgian Grand Prix,2007,Toro Rosso,Liuzzi,Italian,12
Belgian Grand Prix,2007,Honda,Barrichello,Brazilian,13
Belgian Grand Prix,2007,Spyker,Sutil,German,14
Belgian Grand Prix,2007,Super Aguri,Sato,Japanese,15
Belgian Grand Prix,2007,Super Aguri,Davidson,British,16
Belgian Grand Prix,2007,Spyker,Yamamoto,Japanese,17
Belgian Grand Prix,2007,Honda,Button,British,18
Belgian Grand Prix,2007,Williams,Wurz,Austrian,19
Belgian Grand Prix,2007,Red Bull,Coulthard,British,20
Belgian Grand Prix,2007,Toro Rosso,Vettel,German,21
Belgian Grand Prix,2007,Renault,Fisichella,Italian,22
Japanese Grand Prix,2007,McLaren,Hamilton,British,1
Japanese Grand Prix,2007,Renault,Kovalainen,Finnish,2
Japanese Grand Prix,2007,Ferrari,Räikkönen,Finnish,3
Japanese Grand Prix,2007,Red Bull,Coulthard,British,4
Japanese Grand Prix,2007,Renault,Fisichella,Italian,5
Japanese Grand Prix,2007,Ferrari,Massa,Brazilian,6
Japanese Grand Prix,2007,BMW Sauber,Kubica,Polish,7
Japanese Grand Prix,2007,Spyker,Sutil,German,8
Japanese Grand Prix,2007,Toro Rosso,Liuzzi,Italian,9
Japanese Grand Prix,2007,Honda,Barrichello,Brazilian,10
Japanese Grand Prix,2007,Honda,Button,British,11
Japanese Grand Prix,2007,Spyker,Yamamoto,Japanese,12
Japanese Grand Prix,2007,Toyota,Trulli,Italian,13
Japanese Grand Prix,2007,BMW Sauber,Heidfeld,German,14
Japanese Grand Prix,2007,Super Aguri,Sato,Japanese,15
Japanese Grand Prix,2007,Toyota,Schumacher,German,16
Japanese Grand Prix,2007,Super Aguri,Davidson,British,17
Japanese Grand Prix,2007,Williams,Rosberg,German,18
Japanese Grand Prix,2007,Toro Rosso,Vettel,German,19
Japanese Grand Prix,2007,Red Bull,Webber,Australian,20
Japanese Grand Prix,2007,McLaren,Alonso,Spanish,21
Japanese Grand Prix,2007,Williams,Wurz,Austrian,22
Chinese Grand Prix,2007,Ferrari,Räikkönen,Finnish,1
Chinese Grand Prix,2007,McLaren,Alonso,Spanish,2
Chinese Grand Prix,2007,Ferrari,Massa,Brazilian,3
Chinese Grand Prix,2007,Toro Rosso,Vettel,German,4
Chinese Grand Prix,2007,Honda,Button,British,5
Chinese Grand Prix,2007,Toro Rosso,Liuzzi,Italian,6
Chinese Grand Prix,2007,BMW Sauber,Heidfeld,German,7
Chinese Grand Prix,2007,Red Bull,Coulthard,British,8
Chinese Grand Prix,2007,Renault,Kovalainen,Finnish,9
Chinese Grand Prix,2007,Red Bull,Webber,Australian,10
Chinese Grand Prix,2007,Renault,Fisichella,Italian,11
Chinese Grand Prix,2007,Williams,Wurz,Austrian,12
Chinese Grand Prix,2007,Toyota,Trulli,Italian,13
Chinese Grand Prix,2007,Super Aguri,Sato,Japanese,14
Chinese Grand Prix,2007,Honda,Barrichello,Brazilian,15
Chinese Grand Prix,2007,Williams,Rosberg,German,16
Chinese Grand Prix,2007,Spyker,Yamamoto,Japanese,17
Chinese Grand Prix,2007,BMW Sauber,Kubica,Polish,18
Chinese Grand Prix,2007,McLaren,Hamilton,British,19
Chinese Grand Prix,2007,Toyota,Schumacher,German,20
Chinese Grand Prix,2007,Spyker,Sutil,German,21
Chinese Grand Prix,2007,Super Aguri,Davidson,British,22
Brazilian Grand Prix,2007,Ferrari,Räikkönen,Finnish,1
Brazilian Grand Prix,2007,Ferrari,Massa,Brazilian,2
Brazilian Grand Prix,2007,McLaren,Alonso,Spanish,3
Brazilian Grand Prix,2007,Williams,Rosberg,German,4
Brazilian Grand Prix,2007,BMW Sauber,Kubica,Polish,5
Brazilian Grand Prix,2007,BMW Sauber,Heidfeld,German,6
Brazilian Grand Prix,2007,McLaren,Hamilton,British,7
Brazilian Grand Prix,2007,Toyota,Trulli,Italian,8
Brazilian Grand Prix,2007,Red Bull,Coulthard,British,9
Brazilian Grand Prix,2007,Williams,Nakajima,Japanese,10
Brazilian Grand Prix,2007,Toyota,Schumacher,German,11
Brazilian Grand Prix,2007,Super Aguri,Sato,Japanese,12
Brazilian Grand Prix,2007,Toro Rosso,Liuzzi,Italian,13
Brazilian Grand Prix,2007,Super Aguri,Davidson,British,14
Brazilian Grand Prix,2007,Spyker,Sutil,German,15
Brazilian Grand Prix,2007,Honda,Barrichello,Brazilian,16
Brazilian Grand Prix,2007,Renault,Kovalainen,Finnish,17
Brazilian Grand Prix,2007,Toro Rosso,Vettel,German,18
Brazilian Grand Prix,2007,Honda,Button,British,19
Brazilian Grand Prix,2007,Red Bull,Webber,Australian,20
Brazilian Grand Prix,2007,Spyker,Yamamoto,Japanese,21
Brazilian Grand Prix,2007,Renault,Fisichella,Italian,22
Bahrain Grand Prix,2006,Renault,Alonso,Spanish,1
Bahrain Grand Prix,2006,Ferrari,Schumacher,German,2
Bahrain Grand Prix,2006,McLaren,Räikkönen,Finnish,3
Bahrain Grand Prix,2006,Honda,Button,British,4
Bahrain Grand Prix,2006,McLaren,Pablo Montoya,Colombian,5
Bahrain Grand Prix,2006,Williams,Webber,Australian,6
Bahrain Grand Prix,2006,Williams,Rosberg,German,7
Bahrain Grand Prix,2006,Red Bull,Klien,Austrian,8
Bahrain Grand Prix,2006,Ferrari,Massa,Brazilian,9
Bahrain Grand Prix,2006,Red Bull,Coulthard,British,10
Bahrain Grand Prix,2006,Toro Rosso,Liuzzi,Italian,11
Bahrain Grand Prix,2006,BMW Sauber,Heidfeld,German,12
Bahrain Grand Prix,2006,Toro Rosso,Speed,American,13
Bahrain Grand Prix,2006,Toyota,Schumacher,German,14
Bahrain Grand Prix,2006,Honda,Barrichello,Brazilian,15
Bahrain Grand Prix,2006,Toyota,Trulli,Italian,16
Bahrain Grand Prix,2006,MF1,Monteiro,Portuguese,17
Bahrain Grand Prix,2006,Super Aguri,Sato,Japanese,18
Bahrain Grand Prix,2006,Super Aguri,Ide,Japanese,19
Bahrain Grand Prix,2006,BMW Sauber,Villeneuve,Canadian,20
Bahrain Grand Prix,2006,Renault,Fisichella,Italian,21
Bahrain Grand Prix,2006,MF1,Albers,Dutch,22
Malaysian Grand Prix,2006,Renault,Fisichella,Italian,1
Malaysian Grand Prix,2006,Renault,Alonso,Spanish,2
Malaysian Grand Prix,2006,Honda,Button,British,3
Malaysian Grand Prix,2006,McLaren,Pablo Montoya,Colombian,4
Malaysian Grand Prix,2006,Ferrari,Massa,Brazilian,5
Malaysian Grand Prix,2006,Ferrari,Schumacher,German,6
Malaysian Grand Prix,2006,BMW Sauber,Villeneuve,Canadian,7
Malaysian Grand Prix,2006,Toyota,Schumacher,German,8
Malaysian Grand Prix,2006,Toyota,Trulli,Italian,9
Malaysian Grand Prix,2006,Honda,Barrichello,Brazilian,10
Malaysian Grand Prix,2006,Toro Rosso,Liuzzi,Italian,11
Malaysian Grand Prix,2006,MF1,Albers,Dutch,12
Malaysian Grand Prix,2006,MF1,Monteiro,Portuguese,13
Malaysian Grand Prix,2006,Super Aguri,Sato,Japanese,14
Malaysian Grand Prix,2006,BMW Sauber,Heidfeld,German,15
Malaysian Grand Prix,2006,Toro Rosso,Speed,American,16
Malaysian Grand Prix,2006,Super Aguri,Ide,Japanese,17
Malaysian Grand Prix,2006,Red Bull,Klien,Austrian,18
Malaysian Grand Prix,2006,Williams,Webber,Australian,19
Malaysian Grand Prix,2006,Red Bull,Coulthard,British,20
Malaysian Grand Prix,2006,Williams,Rosberg,German,21
Malaysian Grand Prix,2006,McLaren,Räikkönen,Finnish,22
Australian Grand Prix,2006,Renault,Alonso,Spanish,1
Australian Grand Prix,2006,McLaren,Räikkönen,Finnish,2
Australian Grand Prix,2006,Toyota,Schumacher,German,3
Australian Grand Prix,2006,BMW Sauber,Heidfeld,German,4
Australian Grand Prix,2006,Renault,Fisichella,Italian,5
Australian Grand Prix,2006,BMW Sauber,Villeneuve,Canadian,6
Australian Grand Prix,2006,Honda,Barrichello,Brazilian,7
Australian Grand Prix,2006,Red Bull,Coulthard,British,8
Australian Grand Prix,2006,Toro Rosso,Speed,American,9
Australian Grand Prix,2006,Honda,Button,British,10
Australian Grand Prix,2006,MF1,Albers,Dutch,11
Australian Grand Prix,2006,Super Aguri,Sato,Japanese,12
Australian Grand Prix,2006,Super Aguri,Ide,Japanese,13
Australian Grand Prix,2006,McLaren,Pablo Montoya,Colombian,14
Australian Grand Prix,2006,MF1,Monteiro,Portuguese,15
Australian Grand Prix,2006,Toro Rosso,Liuzzi,Italian,16
Australian Grand Prix,2006,Ferrari,Schumacher,German,17
Australian Grand Prix,2006,Williams,Webber,Australian,18
Australian Grand Prix,2006,Red Bull,Klien,Austrian,19
Australian Grand Prix,2006,Toyota,Trulli,Italian,20
Australian Grand Prix,2006,Williams,Rosberg,German,21
Australian Grand Prix,2006,Ferrari,Massa,Brazilian,22
San Marino Grand Prix,2006,Ferrari,Schumacher,German,1
San Marino Grand Prix,2006,Renault,Alonso,Spanish,2
San Marino Grand Prix,2006,McLaren,Pablo Montoya,Colombian,3
San Marino Grand Prix,2006,Ferrari,Massa,Brazilian,4
San Marino Grand Prix,2006,McLaren,Räikkönen,Finnish,5
San Marino Grand Prix,2006,Williams,Webber,Australian,6
San Marino Grand Prix,2006,Honda,Button,British,7
San Marino Grand Prix,2006,Renault,Fisichella,Italian,8
San Marino Grand Prix,2006,Toyota,Schumacher,German,9
San Marino Grand Prix,2006,Honda,Barrichello,Brazilian,10
San Marino Grand Prix,2006,Williams,Rosberg,German,11
San Marino Grand Prix,2006,BMW Sauber,Villeneuve,Canadian,12
San Marino Grand Prix,2006,BMW Sauber,Heidfeld,German,13
San Marino Grand Prix,2006,Toro Rosso,Liuzzi,Italian,14
San Marino Grand Prix,2006,Toro Rosso,Speed,American,15
San Marino Grand Prix,2006,MF1,Monteiro,Portuguese,16
San Marino Grand Prix,2006,Red Bull,Coulthard,British,17
San Marino Grand Prix,2006,Super Aguri,Sato,Japanese,18
San Marino Grand Prix,2006,Red Bull,Klien,Austrian,19
San Marino Grand Prix,2006,Super Aguri,Ide,Japanese,20
San Marino Grand Prix,2006,Toyota,Trulli,Italian,21
San Marino Grand Prix,2006,MF1,Albers,Dutch,22
European Grand Prix,2006,Ferrari,Schumacher,German,1
European Grand Prix,2006,Renault,Alonso,Spanish,2
European Grand Prix,2006,Ferrari,Massa,Brazilian,3
European Grand Prix,2006,McLaren,Räikkönen,Finnish,4
European Grand Prix,2006,Honda,Barrichello,Brazilian,5
European Grand Prix,2006,Renault,Fisichella,Italian,6
European Grand Prix,2006,Williams,Rosberg,German,7
European Grand Prix,2006,BMW Sauber,Villeneuve,Canadian,8
European Grand Prix,2006,Toyota,Trulli,Italian,9
European Grand Prix,2006,BMW Sauber,Heidfeld,German,10
European Grand Prix,2006,Toro Rosso,Speed,American,11
European Grand Prix,2006,MF1,Monteiro,Portuguese,12
European Grand Prix,2006,MF1,Albers,Dutch,13
European Grand Prix,2006,Toyota,Schumacher,German,14
European Grand Prix,2006,McLaren,Pablo Montoya,Colombian,15
European Grand Prix,2006,Super Aguri,Sato,Japanese,16
European Grand Prix,2006,Super Aguri,Montagny,French,17
European Grand Prix,2006,Honda,Button,British,18
European Grand Prix,2006,Red Bull,Klien,Austrian,19
European Grand Prix,2006,Williams,Webber,Australian,20
